Purchase ID,Player Name,Age,Gender,Item ID,Item Name,Price,Age Group
308,Undirra73,34,Male,98,"Deadline, Voice Of Subtlety",2.89,30-34
770,Lirtosia63,34,Male,12,Dawne,1.02,30-34
398,Ardcil81,34,Male,96,Blood-Forged Skeletal Spine,3.09,30-34
77,Lirtosia63,34,Male,20,Netherbane,3.27,30-34
383,Yalo85,34,Male,11,Brimstone,3.65,30-34
60,Yadanu52,34,Male,44,Bonecarvin Battle Axe,2.38,30-34
143,Eyista89,34,Male,124,Venom Claymore,1.29,30-34
376,Ilimya66,33,Male,59,"Lightning, Etcher of the King",4.23,30-34
681,Yalaeria91,33,Male,28,"Flux, Destroyer of Due Diligence",1.06,30-34
49,Iaralrgue74,33,Male,110,Suspension,1.44,30-34
319,Rarallo90,33,Male,144,Blood Infused Guardian,1.94,30-34
321,Undjaskla97,33,Male,118,"Ghost Reaver, Longsword of Magic",2.17,30-34
689,Undjaskla97,33,Male,76,Haunted Bronzed Bludgeon,3.15,30-34
335,Undimsya85,33,Male,67,"Celeste, Incarnation of the Corrupted",3.46,30-34
138,Rarallo90,33,Male,136,Ghastly Adamantite Protector,3.58,30-34
678,Rarallo90,33,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53,30-34
75,Philodil43,33,Male,124,Venom Claymore,1.29,30-34
86,Qarirwen82,33,Male,129,"Fate, Vengeance of Eternal Justice",1.54,30-34
431,Aelollo59,33,Male,172,Blade of the Grave,3.14,30-34
419,Iaralrgue74,33,Male,171,Scalpel,1.79,30-34
203,Aelollo59,33,Male,3,Phantomlight,2.49,30-34
501,Eodairu79,32,Male,151,Severance,3.4,30-34
210,Umolrian85,32,Female,136,Ghastly Adamantite Protector,3.58,30-34
482,Sundjask71,32,Female,77,"Piety, Guardian of Riddles",4.0,30-34
85,Umolrian85,32,Female,33,Curved Axe,1.16,30-34
436,Umolrian85,32,Female,80,Dreamsong,3.39,30-34
412,Lisiriya82,32,Male,86,Stormfury Lantern,2.27,30-34
53,Ilosianya35,32,Male,176,Relentless Iron Skewer,2.84,30-34
653,Chamast86,32,Female,53,Vengeance Cleaver,2.05,30-34
541,Aesri53,31,Male,161,Devine,1.76,30-34
664,Chamistast30,31,Male,47,"Alpha, Reach of Ending Hope",3.58,30-34
232,Sundadar27,31,Male,114,Yearning Mageblade,3.82,30-34
201,Chanosia60,31,Male,2,Verdict,2.48,30-34
158,Sundadar27,31,Male,111,Misery's End,4.89,30-34
474,Ina92,31,Male,145,Fiery Glass Crusader,4.58,30-34
700,Chanosia60,31,Male,90,Betrayer,2.94,30-34
186,Chadista79,30,Male,77,"Piety, Guardian of Riddles",4.0,30-34
310,Chadadarla74,30,Male,117,"Heartstriker, Legacy of the Light",1.79,30-34
19,Chamalo71,30,Male,89,"Blazefury, Protector of Delusions",4.64,30-34
417,Pheodaisun84,30,Male,98,"Deadline, Voice Of Subtlety",2.89,30-34
624,Marynde90,30,Male,29,"Chaos, Ender of the End",1.98,30-34
421,Yadaphos40,30,Male,26,Unholy Wand,1.12,30-34
88,Laedallo55,30,Male,82,Nirvana,4.9,30-34
614,Chadadarla74,30,Male,65,Conqueror Adamantite Mace,4.24,30-34
589,Seolollo93,30,Male,106,Crying Steel Sickle,3.41,30-34
717,Chanilsast61,30,Male,177,"Winterthorn, Defender of Shifting Worlds",2.08,30-34
177,Syathe73,30,Female,135,Warped Diamond Crusader,1.4,30-34
174,Lassjask63,30,Male,144,Blood Infused Guardian,1.94,30-34
173,Fironon91,30,Male,5,Putrid Fan,4.08,30-34
24,Siala43,30,Male,141,Persuasion,3.19,30-34
36,Idaisuir85,30,Male,76,Haunted Bronzed Bludgeon,3.15,30-34
650,Smaistysu35,30,Male,161,Devine,1.76,30-34
171,Caesrinusuir82,30,Male,102,Avenger,3.44,30-34
459,Eolan54,30,Male,129,"Fate, Vengeance of Eternal Justice",1.54,30-34
62,Yadaphos40,30,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,30-34
730,Aidaira26,30,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,30-34
221,Ealrion88,30,Male,175,Woeful Adamantite Claymore,4.48,30-34
506,Chadista79,30,Male,25,Hero Cane,4.35,30-34
562,Marynde90,30,Male,83,Lifebender,3.33,30-34
100,Pheodaisun84,30,Male,12,Dawne,1.02,30-34
494,Alaesu77,30,Male,3,Phantomlight,2.49,30-34
275,Smaistysu35,30,Male,173,Stormfury Longsword,4.93,30-34
266,Siala43,30,Male,113,Solitude's Reaver,4.07,30-34
118,Pheodaisun84,30,Male,78,"Glimmer, Ender of the Moon",4.4,30-34
135,Ethriel85,30,Male,146,Warped Iron Scimitar,3.1,30-34
696,Yarolwen77,30,Male,87,"Deluge, Edge of the West",4.43,30-34
239,Eodailis27,30,Male,19,"Pursuit, Cudgel of Necromancy",1.02,30-34
673,Idacal95,30,Male,130,Alpha,2.07,30-34
671,Caesrinusuir82,30,Male,152,Darkheart,1.74,30-34
698,Yarithrin84,30,Female,58,"Freak's Bite, Favor of Holy Might",4.14,30-34
367,Eodailis27,30,Male,138,"Peacekeeper, Wit of Dark Magic",4.74,30-34
578,Aerithllora36,29,Female,153,Mercenary Sabre,3.74,25-29
540,Shidai42,29,Male,7,"Thorn, Satchel of Dark Souls",1.33,25-29
70,Pheodai94,29,Male,143,Frenzied Scimitar,1.56,25-29
635,Ali84,29,Male,4,Bloodlord's Fetish,1.7,25-29
618,Aisurdru79,29,Female,183,Dragon's Greatsword,1.09,25-29
25,Lisirra87,29,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,25-29
213,Lirtastan49,29,Male,2,Verdict,2.48,25-29
274,Aerithllora36,29,Female,82,Nirvana,4.9,25-29
518,Yalostiphos68,29,Male,160,Azurewrath,4.4,25-29
470,Arirgue63,29,Male,4,Bloodlord's Fetish,1.7,25-29
440,Aisurdru79,29,Female,75,Brutality Ivory Warmace,2.42,25-29
360,Ali84,29,Male,14,Possessed Core,2.61,25-29
458,Chamadarnya73,29,Male,166,Thirsty Iron Reaver,3.07,25-29
489,Jiskimsda56,28,Male,32,Orenmir,1.14,25-29
606,Nitherian58,28,Male,123,Twilight's Carver,2.28,25-29
184,Aisur51,28,Male,32,Orenmir,1.14,25-29
553,Yadam35,28,Male,2,Verdict,2.48,25-29
115,Nitherian58,28,Male,13,Serenity,1.41,25-29
639,Liawista80,27,Male,86,Stormfury Lantern,2.27,25-29
123,Seudaillorap38,27,Male,81,Dreamkiss,3.61,25-29
677,Tyarithn67,27,Male,32,Orenmir,1.14,25-29
46,Yasrisu92,27,Male,102,Avenger,3.44,25-29
596,Seudaillorap38,27,Male,146,Warped Iron Scimitar,3.1,25-29
631,Assassa81,27,Male,137,"Aetherius, Boon of the Blessed",3.39,25-29
190,Lisadar44,27,Male,69,"Frenzy, Defender of the Harvest",1.98,25-29
105,Eulanurin88,27,Male,10,Sleepwalker,1.79,25-29
594,Filrion59,27,Male,89,"Blazefury, Protector of Delusions",4.64,25-29
193,Ristydru66,27,Male,62,Piece Maker,1.87,25-29
285,Alaesu91,26,Male,163,Thunderfury Scimitar,3.45,25-29
485,Errian63,26,Female,94,Mourning Blade,3.49,25-29
573,Sundista37,26,Male,156,Soul-Forged Steel Shortsword,1.77,25-29
443,Iarallo65,26,Male,149,"Tranquility, Razor of Black Magic",1.75,25-29
772,Asur53,26,Male,136,Ghastly Adamantite Protector,3.58,25-29
762,Asur53,26,Male,110,Suspension,1.44,25-29
390,Asur53,26,Male,75,Brutality Ivory Warmace,2.42,25-29
258,Assehoan67,26,Male,149,"Tranquility, Razor of Black Magic",1.75,25-29
79,Assjaskan56,26,Male,15,Soul Infused Crystal,2.96,25-29
231,Yarithsurgue62,26,Male,139,"Mercy, Katana of Dismay",4.94,25-29
656,Ethrasyon38,26,Male,115,Spectral Diamond Doomblade,2.04,25-29
644,Bartassaya73,26,Male,22,Amnesia,2.18,25-29
257,Yasur35,26,Male,175,Woeful Adamantite Claymore,4.48,25-29
387,Bartassaya73,26,Male,39,"Betrayal, Whisper of Grieving Widows",3.94,25-29
593,Lassimla92,25,Male,128,"Blazeguard, Reach of Eternity",4.91,25-29
265,Lirtirra37,25,Male,172,Blade of the Grave,3.14,25-29
445,Phaelap26,25,Female,150,Deathraze,2.85,25-29
513,Ilaesudil92,25,Male,25,Hero Cane,4.35,25-29
454,Lassimla92,25,Male,1,Crucifer,3.26,25-29
463,Frichadaran88,25,Male,48,"Rage, Legacy of the Lone Victor",2.48,25-29
579,Marilsa69,25,Female,12,Dawne,1.02,25-29
457,Eulae84,25,Male,61,Ragnarok,3.87,25-29
588,Lassadarsda57,25,Female,15,Soul Infused Crystal,2.96,25-29
289,Marim28,25,Female,83,Lifebender,3.33,25-29
416,Aestysu37,25,Male,13,Serenity,1.41,25-29
74,Lisosia93,25,Male,89,"Blazefury, Protector of Delusions",4.64,25-29
759,Tyaelorap29,25,Male,72,Winter's Bite,3.77,25-29
603,Lisosia93,25,Male,141,Persuasion,3.19,25-29
192,Lisjaskya84,25,Male,98,"Deadline, Voice Of Subtlety",2.89,25-29
524,Sally64,25,Female,46,Hopeless Ebon Dualblade,1.33,25-29
286,Aellynun67,25,Male,153,Mercenary Sabre,3.74,25-29
609,Lisosia93,25,Male,40,Second Chance,2.52,25-29
316,Tyalaesu89,25,Male,15,Soul Infused Crystal,2.96,25-29
622,Chanirra64,25,Male,129,"Fate, Vengeance of Eternal Justice",1.54,25-29
159,Tyaelorap29,25,Male,39,"Betrayal, Whisper of Grieving Widows",3.94,25-29
629,Maluncil97,25,Other / Non-Disclosed,107,"Splitter, Foe Of Subtlety",2.18,25-29
418,Marim28,25,Female,125,Whistling Mithril Warblade,1.0,25-29
558,Lassadarsda57,25,Female,108,"Extraction, Quickblade Of Trembling Hands",3.53,25-29
110,Ririp86,25,Male,139,"Mercy, Katana of Dismay",4.94,25-29
627,Arin32,25,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,25-29
83,Aina42,25,Male,12,Dawne,1.02,25-29
680,Asty82,25,Male,96,Blood-Forged Skeletal Spine,3.09,25-29
130,Maridisya31,25,Male,120,Agatha,3.08,25-29
326,Lisossa46,25,Male,54,Eternal Cleaver,2.5,25-29
65,Chamirraya83,25,Male,34,Retribution Axe,2.22,25-29
151,Marilsanya48,25,Male,105,Hailstorm Shadowsteel Scythe,3.03,25-29
332,Undassa89,25,Male,161,Devine,1.76,25-29
373,Aina42,25,Male,103,Singed Scalpel,4.35,25-29
724,Lisassasta50,25,Male,144,Blood Infused Guardian,1.94,25-29
375,Hallysucal81,25,Male,181,Reaper's Toll,1.66,25-29
460,Assistasda90,25,Male,103,Singed Scalpel,4.35,25-29
380,Risty84,25,Male,50,Dawn,4.6,25-29
120,Lisosia93,25,Male,24,Warped Fetish,3.81,25-29
712,Lisilsa62,25,Male,92,Final Critic,4.88,25-29
397,Eusri26,25,Male,100,Blindscythe,3.27,25-29
72,Marilsa69,25,Female,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,25-29
734,Arin32,25,Male,165,Bone Crushing Silver Skewer,4.86,25-29
298,Minduli80,25,Male,110,Suspension,1.44,25-29
405,Aesurstilis64,25,Male,70,Hope's End,1.03,25-29
301,Frichadaran88,25,Male,106,Crying Steel Sickle,3.41,25-29
224,Lisosia93,25,Male,157,"Spada, Etcher of Hatred",4.8,25-29
663,Lalossa38,25,Male,72,Winter's Bite,3.77,25-29
537,Sondassan80,25,Male,112,Worldbreaker,2.6,25-29
353,Ryanara76,25,Male,174,Primitive Blade,3.47,25-29
701,Phiristi62,25,Male,10,Sleepwalker,1.79,25-29
549,Maluncil97,25,Other / Non-Disclosed,146,Warped Iron Scimitar,3.1,25-29
538,Chanadar44,25,Male,141,Persuasion,3.19,25-29
309,Aestysu37,25,Male,170,Shadowsteel,3.97,25-29
361,Frichjaskan98,25,Male,19,"Pursuit, Cudgel of Necromancy",1.02,25-29
363,Aina42,25,Male,45,Glinting Glass Edge,3.85,25-29
365,Tyaedainu44,25,Male,43,Foul Edge,3.54,25-29
226,Alim85,25,Male,54,Eternal Cleaver,2.5,25-29
55,Phaelap26,25,Female,84,Arcane Gem,3.79,25-29
235,Rairin89,24,Male,163,Thunderfury Scimitar,3.45,20-24
243,Quaranmol58,24,Male,83,Lifebender,3.33,20-24
44,Tyeosri53,24,Male,9,"Thorn, Conqueror of the Corrupted",2.73,20-24
160,Lirtimst73,24,Male,44,Bonecarvin Battle Axe,2.38,20-24
230,Peorith44,24,Male,102,Avenger,3.44,20-24
126,Frichim77,24,Male,75,Brutality Ivory Warmace,2.42,20-24
779,Ennrian78,24,Male,50,Dawn,4.6,20-24
69,Jiskossa61,24,Male,37,"Shadow Strike, Glory of Ending Hope",3.16,20-24
519,Eusri70,24,Female,140,Striker,2.94,20-24
676,Idastidru52,24,Male,111,Misery's End,4.89,20-24
358,Pheutherin27,24,Male,74,Yearning Crusher,4.18,20-24
499,Iadueria43,24,Male,99,"Expiration, Warscythe Of Lost Worlds",1.71,20-24
495,Ermol76,24,Male,97,"Swan Song, Gouger Of Terror",2.5,20-24
654,Tyialisudeu65,24,Male,19,"Pursuit, Cudgel of Necromancy",1.02,20-24
43,Aelly27,24,Male,116,Renewed Skeletal Katana,4.18,20-24
244,Lirtossa60,24,Male,37,"Shadow Strike, Glory of Ending Hope",3.16,20-24
261,Tyeosri53,24,Male,141,Persuasion,3.19,20-24
246,Lirtilsa71,24,Male,139,"Mercy, Katana of Dismay",4.94,20-24
207,Sondastsda82,24,Male,145,Fiery Glass Crusader,4.58,20-24
29,Tyida79,24,Male,37,"Shadow Strike, Glory of Ending Hope",3.16,20-24
179,Mindista32,24,Male,59,"Lightning, Etcher of the King",4.23,20-24
102,Maropast28,24,Male,109,"Downfall, Scalpel Of The Emperor",4.76,20-24
180,Saena74,24,Male,95,Singed Onyx Warscythe,4.74,20-24
255,Sondastsda82,24,Male,71,Demise,1.61,20-24
104,Thryallym62,24,Male,53,Vengeance Cleaver,2.05,20-24
103,Frichim77,24,Male,7,"Thorn, Satchel of Dark Souls",1.33,20-24
263,Aeral43,24,Male,78,"Glimmer, Ender of the Moon",4.4,20-24
197,Mindetosya30,24,Male,37,"Shadow Strike, Glory of Ending Hope",3.16,20-24
225,Tyaenasti87,24,Female,154,Feral Katana,4.4,20-24
2,Ithergue48,24,Male,92,Final Critic,4.88,20-24
382,Phistyn52,24,Male,164,Exiled Doomblade,1.63,20-24
3,Chamassasya86,24,Male,100,Blindscythe,3.27,20-24
647,Chadjask85,24,Male,61,Ragnarok,3.87,20-24
651,Lirtilsa72,24,Male,132,Persuasion,3.33,20-24
490,Idastidru52,24,Male,148,"Warmonger, Gift of Suffering's End",4.03,20-24
527,Lisim51,24,Male,102,Avenger,3.44,20-24
320,Lirtilsa72,24,Male,77,"Piety, Guardian of Riddles",4.0,20-24
461,Ennrian78,24,Male,168,"Sun Strike, Jaws of Twisted Visions",1.48,20-24
530,Leetirraya83,24,Male,5,Putrid Fan,4.08,20-24
735,Leetirraya83,24,Male,54,Eternal Cleaver,2.5,20-24
306,Mindilsa34,24,Female,38,"The Void, Vengeance of Dark Magic",2.37,20-24
284,Firan91,24,Male,128,"Blazeguard, Reach of Eternity",4.91,20-24
525,Lirtimst73,24,Male,126,Exiled Mithril Longsword,2.0,20-24
580,Tyida79,24,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,20-24
277,Ennalmol65,24,Male,92,Final Critic,4.88,20-24
303,Aeri84,24,Male,71,Demise,1.61,20-24
314,Ialidru40,24,Male,37,"Shadow Strike, Glory of Ending Hope",3.16,20-24
523,Aillyriadru65,24,Male,21,Souleater,1.1,20-24
691,Lirtistanya48,24,Male,112,Worldbreaker,2.6,20-24
290,Idastidru52,24,Male,147,"Hellreaver, Heirloom of Inception",4.93,20-24
682,Lirtossa60,24,Male,135,Warped Diamond Crusader,1.4,20-24
304,Iasursti71,24,Male,181,Reaper's Toll,1.66,20-24
453,Euthe35,24,Male,70,Hope's End,1.03,20-24
427,Leyirra83,24,Female,170,Shadowsteel,3.97,20-24
638,Eurisuru25,24,Male,22,Amnesia,2.18,20-24
465,Sondastsda82,24,Male,4,Bloodlord's Fetish,1.7,20-24
637,Airi27,24,Other / Non-Disclosed,163,Thunderfury Scimitar,3.45,20-24
403,Frichadar89,24,Male,162,Abyssal Shard,2.67,20-24
543,Idastidru52,24,Male,121,Massacre,1.6,20-24
423,Aisurria69,24,Male,10,Sleepwalker,1.79,20-24
422,Eusri70,24,Female,154,Feral Katana,4.4,20-24
428,Aelly27,24,Male,14,Possessed Core,2.61,20-24
608,Leyirra83,24,Female,132,Persuasion,3.33,20-24
475,Lirtistanya48,24,Male,6,Rusty Skull,3.7,20-24
604,Lisim51,24,Male,34,Retribution Axe,2.22,20-24
437,Frichosiala98,24,Female,43,Foul Edge,3.54,20-24
469,Tyialisudeu65,24,Male,148,"Warmonger, Gift of Suffering's End",4.03,20-24
11,Haisrisuir60,23,Male,162,Abyssal Shard,2.67,20-24
250,Saerallora71,23,Male,87,"Deluge, Edge of the West",4.43,20-24
420,Assesi91,23,Male,129,"Fate, Vengeance of Eternal Justice",1.54,20-24
254,Quanunwen42,23,Female,94,Mourning Blade,3.49,20-24
715,Eusurdeu49,23,Male,8,"Purgatory, Gem of Regret",3.93,20-24
466,Undare39,23,Male,112,Worldbreaker,2.6,20-24
402,Heunadil74,23,Female,129,"Fate, Vengeance of Eternal Justice",1.54,20-24
191,Frichjask31,23,Male,87,"Deluge, Edge of the West",4.43,20-24
295,Alaephos75,23,Male,52,Hatred,4.84,20-24
256,Chamirra53,23,Male,182,Toothpick,4.03,20-24
726,Iduelis31,23,Male,21,Souleater,1.1,20-24
746,Aellyria80,23,Male,159,"Oathbreaker, Spellblade of Trials",3.08,20-24
438,Qilunan34,23,Male,145,Fiery Glass Crusader,4.58,20-24
736,Tyialisti80,23,Male,58,"Freak's Bite, Favor of Holy Might",4.14,20-24
189,Hiasri33,23,Male,63,Stormfury Mace,4.99,20-24
10,Inguron55,23,Male,95,Singed Onyx Warscythe,4.74,20-24
426,Ilista82,23,Male,32,Orenmir,1.14,20-24
167,Aeral97,23,Male,157,"Spada, Etcher of Hatred",4.8,20-24
684,Phaestycal84,23,Male,169,"Interrogator, Blood Blade of the Queen",2.18,20-24
313,Iasrira89,23,Male,182,Toothpick,4.03,20-24
315,Tyisur83,23,Male,107,"Splitter, Foe Of Subtlety",2.18,20-24
45,Haerith37,23,Male,181,Reaper's Toll,1.66,20-24
754,Pheosurllorin41,23,Female,79,"Alpha, Oath of Zeal",4.05,20-24
200,Pheusrical25,23,Male,114,Yearning Mageblade,3.82,20-24
766,Aelastirin39,23,Male,58,"Freak's Bite, Favor of Holy Might",4.14,20-24
58,Tyisur83,23,Male,152,Darkheart,1.74,20-24
4,Iskosia90,23,Male,131,Fury,1.44,20-24
509,Inguron55,23,Male,117,"Heartstriker, Legacy of the Light",1.79,20-24
323,Tyisur83,23,Male,131,Fury,1.44,20-24
642,Chamadarsda63,23,Male,127,"Heartseeker, Reaver of Souls",3.92,20-24
325,Hiasri33,23,Male,54,Eternal Cleaver,2.5,20-24
716,Saena89,23,Male,106,Crying Steel Sickle,3.41,20-24
693,Firatan58,23,Male,88,"Emberling, Defender of Delusions",3.75,20-24
371,Eusurdeu49,23,Male,155,War-Forged Gold Deflector,1.01,20-24
646,Mindimnya67,23,Male,116,Renewed Skeletal Katana,4.18,20-24
471,Sundadarla27,23,Male,122,Unending Tyranny,2.85,20-24
145,Chamirra53,23,Male,46,Hopeless Ebon Dualblade,1.33,20-24
343,Chadilsasta32,23,Male,49,"The Oculus, Token of Lost Worlds",2.96,20-24
330,Hilaerin92,23,Male,167,"Malice, Legacy of the Queen",3.61,20-24
331,Chadilsasta32,23,Male,7,"Thorn, Satchel of Dark Souls",1.33,20-24
630,Aelaria33,23,Male,171,Scalpel,1.79,20-24
586,Chanirra79,23,Female,155,War-Forged Gold Deflector,1.01,20-24
212,Shaidanu32,23,Male,159,"Oathbreaker, Spellblade of Trials",3.08,20-24
503,Iaralsuir44,23,Male,59,"Lightning, Etcher of the King",4.23,20-24
344,Qilalista41,23,Male,19,"Pursuit, Cudgel of Necromancy",1.02,20-24
99,Haisrisuir60,23,Male,101,Final Critic,4.19,20-24
98,Chadossa89,23,Male,141,Persuasion,3.19,20-24
132,Inguron55,23,Male,145,Fiery Glass Crusader,4.58,20-24
369,Heuli25,23,Female,137,"Aetherius, Boon of the Blessed",3.39,20-24
414,Marokian45,23,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53,20-24
218,Aelastirin39,23,Male,76,Haunted Bronzed Bludgeon,3.15,20-24
80,Irithlis29,23,Male,165,Bone Crushing Silver Skewer,4.86,20-24
555,Pheosurllorin41,23,Female,7,"Thorn, Satchel of Dark Souls",1.33,20-24
468,Aesur96,23,Male,30,Stormcaller,2.21,20-24
496,Tyeuduen32,23,Male,79,"Alpha, Oath of Zeal",4.05,20-24
488,Malon70,23,Male,44,Bonecarvin Battle Axe,2.38,20-24
347,Chamilsala65,23,Female,11,Brimstone,3.65,20-24
504,Chamilsala65,23,Female,82,Nirvana,4.9,20-24
526,Ilosia37,23,Male,133,Faith's Scimitar,4.09,20-24
378,Haedairiadru51,23,Male,96,Blood-Forged Skeletal Spine,3.09,20-24
581,Phaestycal84,23,Male,117,"Heartstriker, Legacy of the Light",1.79,20-24
121,Ilosia37,23,Male,1,Crucifer,3.26,20-24
574,Undare39,23,Male,131,Fury,1.44,20-24
214,Iaralsuir44,23,Male,137,"Aetherius, Boon of the Blessed",3.39,20-24
492,Ingatcil75,23,Male,143,Frenzied Scimitar,1.56,20-24
559,Iasrira89,23,Male,34,Retribution Axe,2.22,20-24
357,Heuli25,23,Female,37,"Shadow Strike, Glory of Ending Hope",3.16,20-24
592,Lisast98,22,Male,170,Shadowsteel,3.97,20-24
415,Sausosia74,22,Male,120,Agatha,3.08,20-24
633,Chanastnya43,22,Male,80,Dreamsong,3.39,20-24
89,Eoralrap26,22,Male,17,"Lazarus, Terror of the Earth",1.7,20-24
93,Yathedeu43,22,Male,88,"Emberling, Defender of Delusions",3.75,20-24
598,Halaecal66,22,Male,111,Misery's End,4.89,20-24
595,Yathedeu43,22,Male,55,Vindictive Glass Edge,2.27,20-24
114,Undirrala66,22,Male,150,Deathraze,2.85,20-24
585,Chanirrala39,22,Male,85,Malificent Bag,1.75,20-24
636,Chanirrala39,22,Male,78,"Glimmer, Ender of the Moon",4.4,20-24
338,Lisossa25,22,Male,13,Serenity,1.41,20-24
564,Chamjask73,22,Female,52,Hatred,4.84,20-24
561,Chanastnya43,22,Male,35,Heartless Bone Dualblade,3.45,20-24
109,Hirirap39,22,Male,33,Curved Axe,1.16,20-24
554,Dyally87,22,Male,63,Stormfury Mace,4.99,20-24
271,Heollyra92,22,Male,166,Thirsty Iron Reaver,3.07,20-24
131,Jiskassa76,22,Male,62,Piece Maker,1.87,20-24
362,Malil90,22,Male,107,"Splitter, Foe Of Subtlety",2.18,20-24
209,Eulasuir89,22,Male,162,Abyssal Shard,2.67,20-24
251,Iasur80,22,Male,23,Crucifer,1.99,20-24
336,Phaedue89,22,Female,45,Glinting Glass Edge,3.85,20-24
223,Undirrala66,22,Male,142,Righteous Might,2.62,20-24
293,Lisopela58,22,Male,117,"Heartstriker, Legacy of the Light",1.79,20-24
222,Chamjask73,22,Female,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,20-24
340,Yastyriaphos75,22,Male,41,Orbit,4.75,20-24
385,Hiral75,22,Male,29,"Chaos, Ender of the End",1.98,20-24
